57	_	2.9989011	2.8645449	2.7384942	-1.3573414	1.3137785
58	a	-2.2289376	-4.3731093	-4.874194	0.08178573	-2.7564955
59	a-piece	-4.6983953	-2.1403005	2.2681386	2.9000802	-0.37471616
60	abide	-0.2527052	0.27197117	-0.67350435	0.47629622	-0.32466048
61	able	-2.0569756	-2.6528966	-3.0709853	2.2404466	3.8964715
62	about	-1.3738433	-2.5907202	1.9302293	0.3233861	2.5785007
63	above	-3.9692647	-6.622991	5.2966824	-0.3643069	0.61001974
64	absence	-1.6420487	-4.230618	-7.407217	3.157422	8.626298
65	absurd	-1.4190398	-0.82888	-4.000034	2.4891715	2.6643507
66	accept	-0.6531517	-5.7275085	-6.2551723	-0.5178306	0.31249204
67	acceptance	-3.0436382	0.48065042	-1.6136994	4.3604393	4.327583
68	accepted	0.56716204	2.603236E-4	-2.29545	0.5562265	2.396362
69	accepting	-0.22319649	0.10051215	-1.4660869	0.29075006	-1.0737162
70	access	-1.6740845	-3.3359122	0.050180703	1.122608	4.9949594
71	accessed	0.97540504	0.16691773	-4.028339	1.0507367	3.4114814
72	accessible	-1.3314347	0.3028207	1.4894439	1.2578866	0.3964311
73	accident	0.7108853	6.245524	-11.750553	5.7158356	2.9110901
74	accidentally	0.8209675	-1.5759952	-0.8922205	-0.5875042	2.4550912
75	accordance	-3.6062677	-3.895228	-3.6274366	2.1592243	-0.028661927
76	account	-7.0023966	-5.35901	-3.2865748	4.838898	2.450716
77	accounting	-5.631786	1.9633504	1.9730568	5.515082	-1.0387863
78	accounts	1.2871013	2.4935744	1.6470412	0.73405147	2.2864199
79	accusation	2.0857143	6.547573	-4.8008504	3.6629465	4.9520707
80	accustomed	-4.0574594	-2.7624352	-0.024855299	3.9788296	5.6655207
81	ache	0.9378184	0.07677443	-2.73134	0.5708311	3.1858182
82	across	-2.1123714	-4.800829	3.2922041	0.061379027	4.4111056
83	act	-5.390671	6.752497	-11.192442	10.134317	-0.68237895
84	active	-0.95747054	-0.55748075	-6.0533485	1.2690606	-1.7574031
85	actual	3.4158657	0.699097	-9.544212	0.022146177	3.2439234
86	actually	0.94402844	1.6814474	0.7038586	0.4511133	2.2800822
87	ada	-1.4121985	-1.3012682	-1.1631994	3.4301744	8.569758
88	added	0.5430716	-3.651286	5.6952324	-1.3435615	7.4617295
89	adding	2.107939	0.90546185	-15.6824465	1.6860721	-0.5191135
90	addition	-4.5209427	-9.447902	-4.6345615	1.2235796	2.9864674
91	additional	-1.0455941	0.9534442	-4.064672	1.136303	-4.2768865
92	additions	-4.1438684	1.2753983	-4.8504186	4.2574253	-5.4187565
93	address	-0.70558155	4.398687	-2.451622	2.7466295	-1.8678819
94	addressed	-2.1629333	-6.731174	-2.1355271	0.07211423	3.4871962
95	addresses	1.8262589	-4.342972	-6.699074	-0.7359051	6.4494624
96	addressing	2.3624303	-1.079029	1.0504372	-2.3727803	1.2862728
97	adjourn	0.95632195	-0.40083998	-3.8386533	0.8446468	4.838374
98	adoption	-1.5159289	-0.7475914	-3.727603	2.0461407	1.4333634
99	advance	2.4819305	0.931607	-0.8798358	-0.6421396	3.058695
100	advantage	-2.4905324	-1.3761804	-2.528994	3.2475376	4.518485
101	adventures	-2.1614757	0.4836697	-2.2007117	3.3902655	2.9810927
102	advice	0.4163321	-0.53441894	-2.999018	0.61626995	2.272197
103	advisable	-1.1133275	0.33051443	3.2706177	1.2268823	1.95339
104	advise	6.1335363	5.9257555	6.121715	-0.36761072	10.551904
105	affair	-0.3189743	4.024331	-2.6237009	5.0652943	7.720659
106	affectionately	-1.6098615	-1.2593769	-0.45627227	1.4876311	2.4027278
107	afford	-2.768868	-0.36245635	0.6892243	5.7660007	11.977952
108	afore	11.155942	1.6553568	9.412137	-6.8697877	13.211917
109	afraid	-1.9274986	-3.1426463	-2.3743978	1.263772	1.778973
110	after	-0.62892896	-3.3174124	2.7501078	-1.1864462	1.0275651
111	after-time	3.598461	8.773374	-9.066238	5.2981515	7.8452554
112	afterwards	0.8898198	-1.1303488	-2.9710407	0.20563883	3.543155
113	again	0.9511523	-0.6148332	-0.17719182	0.3892752	5.396093
114	against	-2.5152035	-5.5711217	3.957275	-0.5807903	2.7544985
115	age	0.09552924	4.157714	0.4950688	3.4377809	5.9406605
116	agent	-6.1715555	1.1659855	-3.3638246	5.164102	-7.392409
117	ago	0.111792624	2.0098298	-1.160678	1.9651759	3.3663065
118	agony	-7.13951	-5.3711863	-3.3025808	4.9603915	2.5562341
119	agree	-3.229532	-1.8310223	1.3820703	5.015746	10.917476
120	agreed	0.2729586	-1.7707562	0.69285744	0.18429177	5.255618
121	agreement	0.6978749	4.3063216	-1.918849	3.4604566	5.377617
122	ah	8.655669	6.9643207	-4.9802113	-0.6583451	8.636173
123	ahem	6.522366	4.6917424	-4.5056205	-0.82897985	5.6135917
124	air	1.0308512	5.046303	-6.1532717	3.9152536	4.664099
125	airs	0.9070345	0.13188532	-1.8897152	0.33060104	2.896197
126	ak	13.114094	-4.0180473	-4.500406	-7.6553717	16.529766
127	alarm	-1.2444491	-0.5817376	-2.9835174	2.2339847	2.8621397
128	alarmed	-2.2113035	-1.3139127	1.1058257	2.1159143	3.456845
129	alas	5.764205	0.07167844	-0.876613	-3.0761476	6.1164966
130	alice	4.505114	0.20326035	-7.3946013	-2.3687782	0.1688891
131	alive	0.45821834	0.25911498	-1.3175141	0.99703556	3.966856
132	all	-0.691935	-3.2059996	-0.9222899	-0.27099597	1.7714242
133	allow	-0.076827966	0.068614714	0.16304915	0.339102	0.26218677
134	almost	1.4511449	0.71690685	-0.95170856	0.05665711	2.6128232
135	alone	-0.19258955	-0.2856034	1.1095953	1.0730546	4.6152377
136	along	-1.7725784	-2.9212825	3.8983593	-0.44467938	0.3716817
137	aloud	1.220253	-3.1065044	3.2237413	-1.0025871	8.570379
138	already	0.5999798	-0.21393386	-0.9563831	0.7164299	3.8670697
139	also	0.5411691	-2.311707	-1.7423626	-0.7606006	1.6700675
140	alteration	2.2231526	-0.16883783	-2.3211088	-0.38786232	4.13848
141	altered	0.15187873	-3.8424797	-1.5218346	0.058803145	6.794627
142	alternate	-1.833835	1.9122548	-1.6839206	2.4206586	-2.0898795
143	alternately	-0.16293205	0.42932913	0.29918984	0.39680174	0.13083835
144	altogether	1.503919	-1.7917126	2.1133945	-0.8160609	6.4356594
145	always	1.1801237	-0.7972598	-0.7647464	-0.560009	2.4678135
146	am	3.5104125	2.8302712	2.4715097	-0.35825908	6.3511987
147	ambition	4.617373	2.0388656	-5.361269	-1.217405	2.7638826
148	among	-3.396001	-6.265309	2.7969732	-0.43543893	0.6842127
149	an	-0.61547565	-3.6368582	-5.9683857	-0.6668992	-2.230475
150	ancient	1.76003	8.917688	21.589933	-0.417911	-3.6374087
151	and	2.51143	-0.94651854	2.9357622	-2.5192163	2.5864968
152	anger	-0.7391831	2.8492022	-2.5625267	3.8123837	4.219722
153	angrily	-1.983008	-2.872472	0.41115728	2.029049	6.7871513
154	angry	-2.880395	-3.8322046	-4.523971	2.2838173	2.437989
155	animal	-0.28158623	4.5791655	1.3193148	2.2432425	-0.31821325
156	animals	-1.4074724	3.13474	-2.3379345	4.0477366	2.0704596
157	ann	1.2816566	0.65764725	-3.6247861	1.1418593	5.3035393
158	annoy	2.1332371	3.883015	-15.810551	6.0428863	8.515475
159	annoyed	0.089957014	-1.9744592	-1.4822882	0.7918885	5.9213653
160	another	-2.4603388	-4.925741	-6.1113806	0.22100835	-2.9076884
161	answer	0.37418416	4.139852	-2.312222	3.3333516	4.3964124
162	answered	-0.74784756	-2.5088024	2.816511	0.2975831	5.2334003
163	answers	-1.2623999	2.2627573	-2.1993754	4.064219	5.0618143
164	antipathies	3.5739913	8.869455	-9.250803	5.3730855	7.8411674
165	anxious	0.35188502	-3.7816598	-2.7387023	-0.21115193	4.9829683
166	anxiously	-2.8337235	-3.1505885	-0.57663673	1.7428441	2.3975635
167	any	-0.5329238	-2.5074508	-6.1156244	-0.0032344703	-1.7923266
168	anyone	1.0424125	-0.8575333	-7.019715	-0.07199285	-0.20367222
169	anything	1.4308486	0.764439	-3.2341177	0.26486632	1.618836
170	anywhere	-2.0634525	-0.49375725	2.1091835	1.7293974	1.6473938
171	appealed	-6.4773264	-10.593453	-0.8665987	3.4814885	9.622145
172	appear	-0.9897792	-1.1664463	0.04287767	1.8911178	5.5498924
173	appearance	-1.4242815	0.9934241	1.5262791	2.6501758	4.656746
174	appeared	-0.33804935	-1.9037608	2.7417026	1.073697	8.398608
175	appearing	-1.2596009	2.2421808	0.52484083	2.5519826	0.7356923
176	appears	3.4059908	0.662955	-0.11308728	-0.83684206	6.526034
177	applause	2.9564283	-1.0704527	-11.315806	-0.17635128	3.3225605
178	apples	4.297205	1.0373223	-10.842528	-0.2998432	3.3221748
179	applicable	-0.72659904	2.6229763	-3.0619218	2.8370528	0.9168755
180	apply	3.7949424	-2.9974918	1.2662776	-0.43189716	15.031122
181	approach	0.2985634	0.5250494	2.237514	0.664458	3.958109
182	arch	0.2787792	4.5582285	-4.2464294	2.7214656	-1.5340232
183	archbishop	-0.41650367	2.3963656	-4.114337	2.8025854	1.6490018
184	arches	1.5580544	4.2577333	-3.0017877	2.123657	2.867743
185	archive	-16.871567	-9.044819	-8.491225	3.7766228	-33.214256
186	are	2.5676987	1.8230288	2.959405	-0.631193	4.7105846
187	argue	0.32550925	-0.41324332	-2.5444086	0.9990557	4.1198883
188	argued	0.5759062	-3.542044	-1.1447312	-1.4088749	2.0515358
189	argument	1.5836098	2.1723328	-5.433034	1.1361006	1.1674274
190	arguments	-2.5266001	-1.7514855	2.9665382	2.4811964	6.4178243
191	arise	1.613372	1.0573186	0.45091277	-0.8670822	-0.023918677
192	arithmetic	-0.9174528	1.5518838	-13.190726	1.1776643	-12.815991
193	arm	-2.6462567	0.5340506	-0.38096365	4.540305	7.1091876
194	arm-chair	-2.2790713	1.3698202	0.586543	3.4609637	2.5309076
195	arm-in-arm	2.7199275	0.920504	1.7673693	-0.3067304	6.0418806
196	arms	-1.7778143	4.1485558	2.676608	4.289639	4.6388755
197	around	-0.65501124	-2.5499587	-0.31401762	0.36036643	3.4673514
198	arranged	0.55186397	-0.09076786	-2.781972	0.77842	3.066479
199	array	-0.7827277	-0.39862117	-2.9870112	1.489369	2.0331461
200	arrived	3.3894863	1.1099402	1.8852235	0.23764217	11.931195
201	arrow	-3.1504176	-4.018473	-3.3964627	3.0405335	6.0500646
202	arrum	6.261336	3.0798	-6.009969	-1.2994266	5.795532
203	as	0.50965357	-1.4534968	3.3128498	-1.3351378	1.4435942
204	as-is	8.7021885	11.431142	-2.6749444	-0.7225081	0.27750683
205	ascii	-0.4248784	2.9615555	0.70336205	0.8505468	-3.3302555
206	ashamed	-10.94908	-9.8051605	-4.8309374	7.047424	3.3910997
207	ask	-0.5322803	-0.96235585	-3.1772091	1.6531954	2.8903725
208	askance	-3.6963775	-0.022707049	0.3245528	0.8812557	-9.834174
209	asked	-0.022111068	-4.7996044	5.174369	-0.9822079	8.844095
210	asking	0.5313274	-0.9727453	-5.366104	0.434539	1.2041631
211	asleep	-0.6717037	-1.770162	-2.4730942	1.2416669	3.7564044
212	assembled	0.14737757	0.106290475	-0.5909463	0.50996685	1.3212675
213	assistance	0.24174005	4.283274	-4.237373	3.0148509	-0.119281836
214	associated	-0.76059663	0.72323656	1.2406131	1.7475977	3.0040195
215	at	-3.4226973	-5.179769	2.9131129	-0.545115	-2.1957724
216	ate	-3.9874508	-7.507473	6.563225	1.4943761	10.195653
217	atheling	0.15140362	-1.0309579	-0.84791386	0.44985208	3.547901
218	atom	-10.089195	-7.7687187	-2.8378716	6.477716	3.1273396
219	attached	-2.4112377	2.158676	-0.17718063	3.1219196	-0.3368415
220	attempt	1.7212152	1.0708164	0.44784087	-0.97763604	0.15992506
221	attempted	-1.0370523	-1.7844379	0.9452539	1.254104	4.9625673
222	attempts	-5.582453	-1.0370694	0.32517293	5.1086516	1.4766465
223	attended	-5.608609	-4.312699	1.1403122	5.7496467	10.371427
224	attending	-3.8370705	-3.8666875	-0.65524787	2.9539666	4.9715886
225	attends	-0.7071471	-1.6181889	0.52829987	0.96763283	4.7183137
226	audibly	0.6680122	-0.9070811	-4.0536294	0.9552257	4.978477
227	australia	1.1135037	2.5939286	-5.266806	2.116956	1.9816852
228	author	0.08167426	-0.61639076	-3.3901472	0.96096814	2.4878738
229	authority	-1.1964713	-0.41130236	-7.534944	1.9415647	-2.005006
230	available	-0.00685102	0.65028006	0.5480821	0.41459477	0.1366268
231	avoid	-0.9303526	-0.29962116	-4.214598	1.1208701	-1.7552367
232	away	0.18823849	-0.6222059	1.2319548	0.5790156	4.8922577
233	awfully	1.0735734	2.855991	-1.4393036	0.3369655	-1.8736739
234	axes	2.0220177	1.0013349	-15.671817	1.8476919	-0.702387
235	axis	-2.8744586	3.4464352	1.7095245	2.8675158	-4.5878897
236	b	3.287082	0.51341975	-2.647971	-1.2073144	3.4380095
237	baby	1.0205387	4.8326263	-6.7316265	3.4821875	2.6234567
238	back	-1.3097323	-1.4526677	0.5328703	1.7640406	5.0619583
239	back-somersault	-4.740268	1.5337303	-4.2610683	6.888804	3.1412613
240	backs	0.5882325	3.7855918	0.051589124	2.2502801	3.7424488
241	bad	-0.6844238	1.2053415	-4.3686137	2.4306955	1.6508896
242	bag	1.0742183	-0.29430547	-3.5029702	0.70190674	4.613463
243	baked	-0.25911197	-1.287304	-1.021332	0.43721953	1.8033851
244	balanced	0.617671	0.5712053	4.0096726	0.3982297	4.848019
245	balls	1.3451099	5.4158397	-5.801538	2.5362403	-0.7337228
246	bank	3.3530374	8.307843	-11.57853	5.1840816	5.688345
247	banks	1.7082201	-2.0326684	-2.086656	-0.6221187	5.5257564
248	banquet	-2.9402206	5.4293375	-7.7223787	4.270363	-11.386445
249	bark	-0.006373745	0.49387226	-1.8120787	0.9006818	0.7293265
250	barking	1.6656835	-1.4109495	-1.0407764	-1.4588362	1.5428361
251	barley-sugar	1.3933105	2.7114058	-0.01777412	1.8562921	4.4892073
252	barrowful	-4.003573	1.4879949	-7.235871	5.300044	-1.6883776
253	based	-3.4541264	-1.8397845	2.2488	2.4469318	2.5171218
254	bat	-1.7170609	2.1224282	-4.937064	4.6548	3.9429102
255	bathing	-0.63321537	0.73768604	-4.6735935	1.208038	-2.282434
256	bats	2.8864129	2.1703074	-3.4599874	-0.027039008	2.8808851
257	bawled	0.012642373	-3.8432918	-4.388085	-0.38290873	1.9119959
258	be	0.0523805	-0.23057152	-1.857437	0.63798606	1.1927826
259	beak	-3.2635732	5.5625415	-7.8822465	4.3842354	-12.261276
260	bear	0.9122263	1.0542775	-2.224023	1.0845029	3.4912944
261	beast	0.9655505	-0.5539244	-3.2805452	0.5997778	4.1289515
262	beasts	0.90511656	1.0531242	-0.2249613	0.27663344	1.6951863
263	beat	-2.7003458	-3.5233452	-3.6969073	1.4244219	-0.5192159
264	beating	-0.2476104	-1.7853901	-2.0251896	0.4502731	2.4007294
265	beau	2.6945279	2.533579	1.3621702	-2.095139	-3.7198691
266	beauti	4.807349	0.35259795	-12.466637	-4.974712	-17.823004
267	beautiful	5.0349894	1.4517881	-4.938333	-2.2911823	1.3791734
268	beautifully	0.1192694	-2.4606323	-1.112701	-0.78179383	1.0351222
269	beautify	2.6447673	3.7824523	-9.802959	1.7087107	-0.3323265
270	became	-0.6422709	1.3204366	0.5201678	1.5980253	1.720127
271	because	1.4083387	-1.1657765	-0.16117476	-1.1361371	1.5326335
272	become	-3.252171	-2.1216612	-3.6067197	3.3133707	2.539267
273	becoming	-0.96359056	-1.5082313	-1.488086	2.06777	6.0113106
274	bed	-1.0384789	-4.609251	-7.7071433	0.32182992	0.63922244
275	beds	-3.2307322	-1.0025444	-3.9618745	3.4886262	0.9578951
276	bee	1.0282365	-0.27505	-3.312356	0.62507796	3.9463596
277	been	-0.7776441	-3.3685915	0.9199941	-0.10295294	4.1996818
278	before	0.96612304	-0.62595606	1.0932451	-0.12768424	4.5568695
279	beg	3.915149	3.1743717	5.420067	-0.6240229	8.128559
280	began	0.19909896	-2.1014612	3.9022326	-0.15423374	6.963642
281	begged	-7.8629985	-14.863562	3.341344	4.0614367	15.434688
282	begin	0.7605201	1.8049451	-3.5483594	2.4094515	4.431187
283	beginning	-1.5566005	-2.0980914	-2.2490718	1.9979694	3.7673442
284	begins	0.69777256	2.1050105	3.0978172	0.79772234	2.5137076
285	begun	-1.7150471	-3.4033692	0.8783626	1.4238797	6.08471
286	behead	1.0627209	1.4003525	1.3986917	2.5774167	9.201847
287	beheaded	-2.895631	-3.8939927	-3.1577678	2.7442358	5.264119
288	beheading	-1.1589446	-0.26309237	-8.322741	1.5423043	-3.820688
289	behind	-2.051991	-4.301203	2.3587134	0.18148026	3.4667268
290	being	0.7045374	-2.0870948	-2.9309287	-1.0998956	-0.3520931
291	believe	1.2529964	2.6691198	1.4778228	1.3696094	4.467439
292	believed	-1.2345984	-4.848015	0.8965424	-0.439825	3.9404583
293	belong	-0.99671274	-1.5642529	-0.1472909	1.3880029	4.4778767
294	belongs	-4.1784396	-3.9609725	6.8979106	5.649444	17.868605
295	beloved	2.198239	-0.92932504	-0.01810504	-2.123299	0.899997
296	below	-0.1838797	-0.5588261	-1.8634468	1.4424335	4.727233
297	belt	-1.1663591	5.506375	5.0805993	3.7281215	3.1394985
298	bend	0.42948982	-0.36644274	-2.5693579	0.6404634	2.5272481
299	bent	-0.84044456	0.102382466	1.4174783	0.83921593	1.055528
300	besides	3.7135568	0.17644246	-1.8673666	0.039945148	9.853072
301	best	-0.60019857	3.3673608	-5.4163394	3.7142334	1.5284511
302	better	1.358183	1.1484631	0.7434757	0.37466556	4.063578
303	between	-1.7849565	-3.8109837	1.345564	-0.23552856	1.0945901
304	bill	3.8739069	3.490635	-4.094404	0.19435003	3.3824081
305	binary	-1.103401	1.670218	-3.9772465	3.7984939	4.3382645
306	bird	-1.2358056	1.118575	-6.0027976	3.568862	2.3722422
307	birds	0.7304342	3.538889	-3.3243876	2.5185819	2.7719655
308	birthday	0.07458331	0.56866384	-1.5715781	0.46460298	-0.5696557
309	bit	-2.6624227	0.5379929	-5.759067	4.50181	3.0446765
310	bite	0.120794155	-0.9912184	-3.66128	1.1179987	3.887557
311	bitter	-3.760132	0.9526331	4.140767	0.7493016	-9.703834
312	blacking	0.7701731	-2.259012	-10.66862	0.6157507	1.2642026
313	blades	-5.440213	6.934379	-10.686433	10.19569	-1.0492277
314	blame	-4.260102	4.972757	-1.5449623	7.2741737	2.4362538
315	blasts	-6.4335823	-2.676869	2.0059345	4.665493	2.3939033
316	bleeds	0.74435705	0.077503555	-3.1345754	0.7578601	3.372804
317	blew	-0.89552563	-0.38587973	2.550161	0.5070274	1.0109487
318	blow	-0.13137835	0.6337861	-0.7396857	0.5749826	0.054569244
319	blown	-1.1290781	-1.4050301	-2.7124295	1.3661832	1.2074282
320	blows	-0.63535106	4.6668816	-2.750204	3.0355709	-1.6431761
321	body	-0.9103017	2.061822	-1.9206907	2.7594163	2.212219
322	boldly	0.5013385	-0.9357708	-2.9633722	0.40624088	2.590923
323	bone	-4.6032944	1.7048527	-4.3527775	6.8975234	3.3288326
324	bones	-2.464143	8.270052	-2.0582147	6.73047	-1.9381151
325	book	-1.718431	2.0011668	-6.5311284	4.6070127	2.896257
326	book-shelves	1.8371751	-2.3469875	-4.0460296	-0.9656363	3.4017885
327	books	-1.8515522	-8.801919	-12.432237	0.86617595	4.379835
328	boon	-1.5034564	0.9958913	-12.081837	6.0859942	6.6864514
329	boots	-1.7481359	6.6272182	-2.4970477	5.6260304	-0.2939348
330	bore	-1.0062338	-1.1290277	7.9914703	1.8296849	10.156225
331	both	-0.17185788	-3.0080903	0.75659674	-0.7785338	2.624062
332	bother	-0.99465334	1.0176538	-0.1566538	2.5345738	3.3361285
333	bottle	0.43008485	4.1300344	-4.2419386	3.3022757	3.08405
334	bottom	-11.284612	17.920624	-24.302921	23.795586	-0.11289497
335	bough	-8.161415	-1.3005068	-12.231127	8.571034	-1.2173786
336	bound	-4.850284	-3.1360521	-1.0818833	3.4509404	1.3851081
337	bowed	-1.4090489	-0.9791206	-1.0679696	0.9746642	-0.2813312
338	bowing	-2.2014425	-3.187835	-0.22956376	1.7881684	4.721117
339	box	-2.3874965	1.6025271	-4.3622036	3.0378501	-3.5383615
340	boxed	-1.359493	-8.849129	14.318949	-0.99704194	18.07365
341	boy	0.44262117	3.1369627	-1.6491858	3.1443367	6.627972
342	brain	0.5691267	4.7042065	-5.9634647	3.5229878	2.411781
343	branch	-7.93318	-1.3705796	-11.9533205	8.35209	-1.1244198
344	branches	-0.67526776	2.8208766	-4.4165597	3.7006965	3.1169844
345	brandy	1.199771	0.34967303	1.65086	-1.8762364	-3.6290927
346	brass	-0.42094722	0.8004422	-0.6690184	0.9350432	-0.26887187
347	brave	1.9862254	1.7345403	0.64351463	-0.20826472	2.6451447
348	breach	-1.3919007	-1.0494792	-5.123609	2.2665699	1.2820135
349	bread-and-butter	1.573517	2.4426603	-4.625872	2.2410364	4.559485
350	bread-knife	1.2691355	5.3545775	-7.4998236	3.8982413	3.9462485
351	break	0.45802444	-0.1315837	-4.3064275	1.0394093	1.9589587
352	breath	1.2814544	1.316152	-7.2078714	1.9145755	3.9930823
353	breathe	2.3554373	4.2945166	2.3075778	0.6708774	4.0161486
354	breeze	-2.3221476	3.8486557	-3.2606087	5.0826616	0.50761914
355	bright	-2.237514	1.718412	-7.514919	3.642129	-2.4846423
356	bright-eyed	-1.400608	2.2964034	-0.016255831	2.3990045	-0.042349614
357	brightened	-1.0788805	-1.6255869	-1.3754171	0.8923814	1.3120425
358	bring	0.6595324	0.5468193	-3.5353112	0.6374899	0.39021796
359	bringing	-1.7954733	-4.479109	-3.6707776	0.2654454	0.16197042
360	bristling	-2.9758484	-6.3963494	-3.4676147	0.42806822	-0.26706815
361	broke	-0.3328737	-3.815468	-3.3931017	0.30379814	3.5235038
362	broken	-0.25886768	-0.5154922	-6.00659	1.0437357	-0.8824739
363	brother	-1.5771698	7.8266406	8.460276	3.7381814	0.33146355
364	brought	-0.7741979	-3.8255153	1.4602536	-0.18338129	4.6744466
365	brown	0.12950122	0.25810552	-2.2047167	0.73992425	1.1182139
366	brush	0.57306445	3.7967825	-0.7932236	4.044378	9.525318
367	brushing	0.098054774	0.37343597	-0.5419451	0.47858498	0.72412753
368	burn	-1.7309358	-0.19152871	2.0131931	1.3863592	-0.088824734
369	burning	0.05718207	-0.81325495	-1.7022674	1.4337054	4.455285
370	burnt	0.23582342	-3.7049835	-1.6894172	0.13878867	7.446488
371	burst	-1.8765242	-0.93324983	-3.6728978	2.3575387	1.5339903
372	bursting	-0.52617854	-0.56064034	-1.7885964	1.2195276	2.2209382
373	busily	0.14534795	-1.9754039	0.09977263	-0.3647	2.439738
374	business	-0.1262586	3.132432	-0.96892923	3.248347	5.7482395
375	busy	-2.1494598	4.576974	-1.0611651	3.9076917	-1.7982323
376	but	2.5911965	-0.8986228	0.98771566	-2.1368172	2.40846
377	butter	1.7995625	2.89417	-1.6606649	1.4634638	4.943822
378	buttercup	-4.406315	-0.06420483	-5.1047974	6.383307	5.028571
379	buttered	-0.42274624	0.93325794	-0.4786333	0.8130942	-0.22172011
380	butterfly	-1.6542734	1.0835283	-12.095868	6.409262	7.2844076
381	buttons	0.4292445	3.5445025	-0.8001026	3.9936287	9.294554
382	by	-2.0897443	-4.1698546	3.8046708	-0.7839867	0.3156577
383	by-the-bye	11.501995	9.643402	-8.71964	0.3619472	12.755985
384	c	1.7001839	1.127167	-1.7069027	-0.624645	-1.0325389
385	cackled	1.94433	-2.7863786	-1.3800348	-1.7120578	3.5165775
