113	 again	-0.24048333	-1.2682496
114	 against	0.5794983	2.659955
115	 age	-0.47420117	-2.3333972
116	 agent	-0.25743267	-1.454615
117	 ago	-0.27581766	-1.4033788
118	 agony	-0.658447	-3.1516373
119	 agree	0.0783706	-0.28022814
120	 agreed	-0.09285906	-0.54509836
121	 agreement	-0.3700825	-1.9457384
122	 ah	-0.07648504	-1.0959603
123	 ahem	-0.0889883	-1.031345
124	 air	-1.2477659	-5.4998193
125	 airs	-0.13344866	-0.6729845
126	 ak	28.924244	-1.4414228
127	 alarm	-0.5175176	-2.5457006
128	 alarmed	-0.21119541	-1.0696219
129	 alas	0.16704397	0.014298529
130	 alice	-0.1810537	-1.0146403
131	 alive	-0.385483	-1.7997695
132	 all	-0.10340086	-0.63511866
133	 allow	0.22291222	0.6230452
134	 almost	0.041794144	-0.002031977
135	 alone	-0.15420142	-0.7714865
136	 along	0.52555525	2.2078671
137	 aloud	-0.2959899	-1.7616125
138	 already	-0.13967396	-0.96173155
139	 also	0.05783866	0.14037357
140	 alteration	-0.15752418	-0.97347564
141	 altered	-0.40601605	-2.0592952
142	 alternate	-0.33125	-1.433367
143	 alternately	0.007725109	0.01896964
144	 altogether	0.06743205	-0.17370664
145	 always	-0.078000695	-0.4829566
146	 am	0.41717085	1.4755205
147	 ambition	0.015824052	-0.66373855
148	 among	0.33580583	1.2849181
149	 an	-0.524844	-2.3428137
150	 ancient	1.5976839	6.472879
151	 and	0.7791385	3.2443619
152	 anger	-0.38449645	-2.163579
153	 angrily	-0.36428866	-1.8155977
154	 angry	-0.47849563	-2.419839
155	 animal	0.16633761	0.40922064
156	 animals	-0.29631814	-1.7445562
157	 ann	-0.46056113	-2.1935804
158	 annoy	-1.7082956	-9.812007
159	 annoyed	-0.27543497	-1.6980681
160	 another	-0.7752776	-3.3757446
161	 answer	-0.56481886	-2.6577067
162	 answered	0.08898383	0.15936252
163	 answers	-0.4777989	-2.368722
164	 antipathies	-2.2423222	-10.937852
165	 anxious	-0.22247626	-1.3441278
166	 anxiously	-0.24112876	-1.2543188
167	 any	-0.53038156	-2.4888115
168	 anyone	-0.44538167	-2.1731706
169	 anything	-0.093081966	-0.5844883
170	 anywhere	-0.0066563813	-0.13360901
171	 appealed	-0.27193847	-1.580981
172	 appear	-0.14852676	-0.94092894
173	 appearance	-0.10663922	-0.7699835
174	 appeared	-0.1304694	-1.0418048
175	 appearing	-8.179311E-5	-0.24156636
176	 appears	-0.0954535	-0.8119289
177	 applause	-0.71187	-3.5694227
178	 apples	-0.5996513	-3.052484
179	 applicable	-0.5587691	-2.4209733
180	 apply	0.64382285	1.3311708
181	 approach	0.11289815	0.20812644
182	 arch	-0.44382125	-2.3106053
183	 archbishop	-0.5623962	-2.5122182
184	 arches	-0.5731169	-2.6014285
185	 archive	-0.9619711	-4.3234596
186	 are	0.37241265	1.405886
187	 argue	-0.30405188	-1.5589087
188	 argued	-0.07056705	-0.56105477
189	 argument	-0.3882842	-1.991214
190	 arguments	-0.29703107	-1.6393405
191	 arise	0.08444336	0.32575387
192	 arithmetic	-0.30100423	-1.5429529
193	 arm	-0.45808464	-2.222064
194	 arm-chair	-0.1927763	-0.99569327
195	 arm-in-arm	0.3421494	0.9415262
196	 arms	-0.1902623	-1.0831753
197	 around	0.09216605	0.06046966
198	 arranged	-0.18099093	-0.96189713
199	 array	-0.26791298	-1.1659904
200	 arrived	-0.13625902	-0.97773045
201	 arrow	-0.5444085	-2.6413808
202	 arrum	-0.25729522	-2.0463564
203	 as	0.5839704	2.3152983
204	 as-is	0.97754854	3.390622
205	 ascii	0.2997083	1.0856081
206	 ashamed	-0.54093885	-2.6639965
207	 ask	-0.23260006	-1.382996
208	 askance	0.46694684	1.8211585
209	 asked	0.008576241	-0.3829898
210	 asking	-0.42271057	-2.0250037
211	 asleep	-0.37057647	-1.8670402
212	 assembled	0.021992737	-0.0938791
213	 assistance	-0.55054855	-2.771378
214	 associated	0.012760357	-0.21492335
215	 at	0.45072117	1.7636478
216	 ate	0.3812814	1.1582538
217	 atheling	0.007189087	-0.12520862
218	 atom	-0.71122473	-3.2079794
219	 attached	-0.47179455	-2.121813
220	 attempt	0.124350294	0.59058523
221	 attempted	0.09759977	0.13510038
222	 attempts	-0.14406407	-1.0526567
223	 attended	-0.06881485	-0.6741738
224	 attending	-0.23835562	-1.4185784
225	 attends	-0.11301795	-0.52326
226	 audibly	-0.2849857	-1.1492496
227	 australia	-0.29453337	-1.744377
228	 author	-0.17069736	-0.931934
229	 authority	-0.7469578	-3.259002
230	 available	-0.0063135996	-0.17770067
231	 avoid	-0.33282018	-1.6071475
232	 away	-0.09606666	-0.52540606
233	 awfully	-0.085280955	-0.32167307
234	 axes	-0.9789436	-5.085087
235	 axis	0.081460595	0.09096452
236	 b	0.06416045	0.111063965
237	 baby	-1.0259885	-4.627928
238	 back	-0.19693089	-1.2432802
239	 back-somersault	-0.7888011	-3.7741199
240	 backs	-0.2714862	-1.538458
241	 bad	-0.284187	-1.3157674
242	 bag	-0.2123933	-0.9197815
243	 baked	-0.083927356	-0.46994647
244	 balanced	0.47673166	1.9251068
245	 balls	-0.8247288	-3.7085373
246	 bank	-1.7990102	-8.696145
247	 banks	-0.34352657	-1.6485671
248	 banquet	-0.49249247	-2.6006508
249	 bark	-0.20840037	-0.95948106
250	 barking	-0.0381612	-0.166196
251	 barley-sugar	0.3600189	1.0152546
252	 barrowful	-1.0152004	-4.576107
253	 based	0.042944577	-0.03808335
254	 bat	-0.69984	-3.6306195
255	 bathing	-0.58304197	-2.7061887
256	 bats	-0.2357454	-1.3672556
257	 bawled	-0.13208531	-1.0763373
258	 be	-0.1322462	-0.8587788
259	 beak	-0.51526415	-2.5680537
260	 bear	-0.23357548	-1.2984608
261	 beast	-0.30486077	-1.3967812
262	 beasts	6.225285E-4	-0.19108702
263	 beat	-0.14189254	-0.9538255
264	 beating	-0.14828616	-0.8570808
265	 beau	1.4445796	6.128319
266	 beauti	1.0553807	4.099011
267	 beautiful	0.05502834	0.04937482
268	 beautifully	0.06015074	0.15228316
269	 beautify	-0.37735257	-1.9330028
270	 became	-0.15987906	-0.8148717
271	 because	0.52627087	1.9423286
272	 become	-0.53205925	-2.562853
273	 becoming	-0.33310756	-1.7998552
274	 bed	-0.72127396	-3.476037
275	 beds	-0.46749207	-2.0773668
276	 bee	-0.24830158	-1.1911256
277	 been	-0.10931619	-0.7782164
278	 before	0.03486387	-0.07335273
279	 beg	0.6240374	2.4488225
280	 began	-0.012371741	-0.14576791
281	 begged	0.48481354	1.0235051
282	 begin	-0.3541124	-1.8201139
283	 beginning	-0.4587539	-2.3712564
284	 begins	0.25069332	0.63012725
285	 begun	-0.123111196	-0.93706584
286	 behead	0.31651592	0.82792085
287	 beheaded	-0.40918928	-2.3463664
288	 beheading	-0.6095526	-2.9648762
289	 behind	0.22355695	0.7012196
290	 being	-0.034769733	-0.19640008
291	 believe	0.25449142	0.67946833
292	 believed	0.0034865334	-0.19836491
293	 belong	-0.11423464	-0.7821367
294	 belongs	0.23798737	0.53775316
295	 beloved	0.2651016	1.0293114
296	 below	-0.34797728	-1.7480973
297	 belt	0.1327765	0.10451488
298	 bend	-0.1743576	-0.881814
299	 bent	-0.032571588	-0.13310458
300	 besides	-0.034336332	-0.7432454
301	 best	-1.0444427	-4.669104
302	 better	0.050158825	-0.04330306
303	 between	0.24264447	0.9517649
304	 bill	-0.14424789	-1.0565525
305	 binary	-0.52668977	-2.7670238
306	 bird	-0.49909437	-2.7293265
307	 birds	-0.57595277	-2.5775526
308	 birthday	-0.23645931	-1.0332797
309	 bit	-0.7883544	-3.5894134
310	 bite	-0.45979872	-2.1942818
311	 bitter	0.6889186	2.6915286
312	 blacking	-0.7429063	-3.7032018
313	 blades	-1.4697785	-6.5223894
314	 blame	-0.8507426	-3.8692036
315	 blasts	-0.14702971	-0.83970505
316	 bleeds	-0.18671559	-0.8541442
317	 blew	0.07673001	0.07276248
318	 blow	-0.10394118	-0.4835686
319	 blown	-0.047912363	-0.39473417
320	 blows	-0.5940009	-2.69126
321	 body	-0.23115277	-1.1685764
322	 boldly	-0.24004905	-1.1560942
323	 bone	-0.7972928	-3.687216
324	 bones	-0.41926718	-2.1946495
325	 book	-0.8005844	-4.021673
326	 book-shelves	-0.27709007	-1.6164836
327	 books	-0.87622434	-4.349334
328	 boon	-1.1598587	-5.657104
329	 boots	-0.40718454	-1.9648259
330	 bore	0.3980624	1.2681293
331	 both	0.08689184	0.21990877
332	 bother	0.019895287	-0.30555764
333	 bottle	-0.6707012	-3.187468
334	 bottom	-3.1732945	-13.961152
335	 bough	-1.2204796	-5.589862
336	 bound	-0.53132224	-2.5242436
337	 bowed	-0.08311843	-0.6258347
338	 bowing	0.0142256655	-0.35014647
339	 box	-0.578233	-2.8649125
340	 boxed	0.68577737	2.0204616
341	 boy	-0.56860423	-2.7207167
342	 brain	-1.0649729	-4.908964
343	 branch	-1.2128708	-5.4537306
344	 branches	-0.40139797	-1.978193
345	 brandy	0.5271323	2.050805
346	 brass	-0.026758935	-0.24673793
347	 brave	0.23564017	0.8858372
348	 breach	-0.2875663	-1.6200362
349	 bread-and-butter	-0.73930234	-3.4678211
350	 bread-knife	-1.5765581	-7.2610364
351	 break	-0.09249048	-0.8879428
352	 breath	-0.6255332	-3.2092597
353	 breathe	0.2630555	0.8477391
354	 breeze	-0.6047678	-3.0915203
355	 bright	-0.91888094	-4.1063104
356	 bright-eyed	-0.15492359	-0.5895809
357	 brightened	-0.16293417	-0.9047848
358	 bring	0.056191918	-0.072747424
359	 bringing	-0.34885076	-1.6593932
360	 bristling	-0.013569966	-0.34874764
361	 broke	-0.047860466	-0.7264753
362	 broken	-0.29985854	-1.6038724
363	 brother	0.3429288	1.2100878
364	 brought	-0.015468732	-0.2482003
365	 brown	-0.0987126	-0.49153316
366	 brush	-0.5804546	-2.855814
367	 brushing	-0.07750448	-0.43859792
368	 burn	0.31329417	0.961899
369	 burning	-0.09091803	-1.0107284
370	 burnt	-0.31640366	-1.7877783
371	 burst	-0.4037395	-1.793791
372	 bursting	-0.124633126	-0.70938843
373	 busily	0.10946642	0.39900488
374	 business	-0.4543596	-2.1471658
375	 busy	-0.57153463	-2.4231374
376	 but	0.61134624	2.3167353
377	 butter	-0.15750122	-0.82976115
378	 buttercup	-0.6876189	-3.4538753
379	 buttered	-0.098027684	-0.4253643
380	 butterfly	-1.134138	-5.562117
381	 buttons	-0.60503465	-2.9386992
382	 by	0.62893116	2.4513092
383	 by-the-bye	-2.3097045	-22.76734
384	 c	0.30736056	1.07096
385	 cackled	0.29762474	0.8419133
386	 cake	-0.44676024	-2.3077993
387	 cakes	-0.46190035	-2.3348844
388	 calculate	-0.15886405	-1.1190232
389	 calculated	0.16982059	0.5414834
390	 call	0.4565462	1.716996
391	 called	0.06651168	0.14615196
392	 calling	0.31581795	0.8194277
393	 calmly	-0.22835472	-1.4147794
394	 came	0.024990464	0.07037093
395	 camomile	0.10867891	-0.020609332
396	 can	0.9464407	3.8589268
397	 canary	-0.65938425	-2.891477
398	 candle	-1.0056027	-4.834254
399	 cannot	0.3299132	1.0302831
400	 canterbury	-1.0302253	-5.180987
401	 canvas	-0.07666512	-0.3765188
402	 capering	0.18747863	0.8402208
403	 capital	-1.2743571	-5.7353725
404	 card	-0.03635027	-0.037281428
405	 cardboard	-0.9316387	-4.449546
406	 cards	-0.7282283	-3.8675077
407	 care	-0.35735333	-1.7153893
408	 carefully	-0.6546573	-3.3098397
409	 cares	0.19122578	0.45324245
410	 carried	0.3737306	1.0754918
411	 carrier	-2.2207658	-11.098512
412	 carroll	0.7017289	2.9898822
413	 carry	-0.19130409	-1.2895648
414	 carrying	0.15338564	0.50748605
415	 cart-horse	-1.1470149	-5.415593
416	 cartwheels	-0.572456	-3.0221457
417	 case	-0.092574805	-0.7179922
418	 cat	-0.9012774	-4.0743647
419	 catch	0.1695071	0.53122956
420	 catching	-0.50644904	-2.2054756
421	 caterpillar	-1.1048585	-5.1931357
422	 cats	-0.07102681	-0.5542079
423	 cattle	-0.8958204	-4.251959
424	 caucus-race	-0.841076	-3.831747
425	 caught	0.5098056	1.6139823
426	 cauldron	-0.42133048	-2.0247533
427	 cause	-0.6191575	-2.9456408
428	 caused	0.08051551	0.05570535
429	 cautiously	-0.16897511	-0.984181
430	 cease	-0.06271677	-0.25624403
431	 ceiling	-2.3180356	-11.414839
432	 centre	-1.5298544	-6.797119
433	 certain	-0.25667915	-1.2072124
434	 certainly	-0.026825773	-0.2719707
435	 chains	-0.8699366	-4.4098463
436	 chance	-0.6487495	-3.1630893
437	 chanced	-0.03945638	-0.3042039
438	 change	-0.26376915	-1.4849247
439	 changed	-0.19367462	-0.92086476
440	 changes	-0.09663866	-0.81861115
441	 changing	0.2914675	0.87821394
442	 chapter	1.2905796	5.6041293
443	 character	-0.14651266	-0.82377964
444	 charge	0.08661897	0.120506324
445	 charges	-0.14105614	-0.83257884
446	 charitable	-0.051152553	-0.5140796
447	 charities	0.5498086	2.2646453
448	 chatte	-0.029821394	-0.3186977
449	 cheap	-0.85185784	-3.7763996
450	 cheated	0.059851382	-0.006657692
451	 check	0.62623334	2.0934932
452	 checked	0.15608793	0.3723998
453	 checks	-0.339934	-1.5332034
454	 cheeks	-0.5914565	-2.929901
455	 cheered	-0.3929822	-1.8688294
456	 cheerfully	0.34675154	1.1434889
457	 cherry-tart	-1.0166733	-5.0976067
458	 cheshire	-1.0917364	-4.922469
459	 chief	-0.13607964	-0.5114753
460	 child	-0.41534927	-2.2724857
461	 child-life	-0.38939384	-1.8545872
462	 childhood	-0.3979357	-2.109964
463	 children	-0.3481736	-1.6240153
464	 chimney	-1.044874	-4.85475
465	 chimneys	-0.8237965	-3.7515237
466	 chin	-0.42119184	-2.125852
467	 choice	-0.38796914	-2.0755582
468	 choke	-0.05248864	-0.38172892
469	 choked	0.2552939	1.0341798
470	 choking	-1.4231217	-6.61031
471	 choose	-0.20470633	-1.0172619
472	 choosing	-0.09616304	-0.73534346
473	 chop	0.09602989	0.07057779
474	 chorus	-0.511275	-2.6252952
475	 chose	0.14316775	-0.07969714
476	 christmas	-0.3960641	-1.963895
477	 chrysalis	-0.4288268	-2.0884504
478	 chuckled	-0.051982652	-0.6719063
479	 circle	-0.93192095	-4.9005275
480	 circumstances	-1.6816666	-7.6197124
481	 city	-0.17368545	-0.9635337
482	 civil	-0.7283465	-3.4489276
483	 claim	0.23595296	0.48629302
484	 clamour	-0.2673782	-1.3130413
485	 clapping	-0.39159662	-1.9351844
486	 clasped	-0.23180126	-1.2576079
487	 classics	-0.50558245	-2.2948356
488	 claws	-0.04602358	-0.55712104
489	 clean	-0.46838766	-2.1097853
490	 clear	-0.6487651	-3.0149882
491	 cleared	0.08715988	0.14755358
492	 clearer	-0.3514012	-1.5848061
493	 clearly	-0.17426082	-0.93581444
494	 clever	-0.28527892	-1.3095695
495	 climb	-0.3151244	-1.84496
496	 clinging	-0.0111936275	-0.14699045
497	 clock	-0.46384904	-2.4433734
498	 close	-0.14479767	-0.9422514
499	 closed	-0.39418283	-1.9547137
500	 closely	-0.053386897	-0.50335616
501	 closer	0.10648063	-0.013810185
502	 clubs	-0.18302296	-0.8525964
503	 coast	0.46681643	1.7077409
504	 coaxing	-0.5928252	-2.7643666
505	 codes	0.22586381	0.72204447
506	 coils	-0.92253923	-4.365117
507	 cold	0.35026896	1.5959829
508	 collar	0.29472536	0.738333
509	 collected	-0.111530304	-0.5869191
510	 collection	-0.9072929	-4.1504316
511	 come	-0.07776195	-0.6770064
512	 comes	-0.03765202	-0.50335795
513	 comfits	-1.0145613	-4.7036276
514	 comfort	-1.1839554	-5.60472
515	 comfortable	-0.46495867	-2.4255033
516	 comfortably	0.3195669	1.1343094
517	 coming	-0.2665052	-1.400909
518	 commercial	-0.12534685	-0.560548
519	 committed	-0.0035875617	-0.5280889
520	 common	-1.0868626	-4.7883086
521	 commotion	-0.77020246	-3.7953715
522	 company	-0.77646595	-3.4077237
523	 compilation	-0.81043065	-3.5810237
524	 complained	0.28669605	1.0319464
525	 complaining	-0.9262126	-4.1813216
526	 completely	-0.30838513	-1.3345119
527	 compliance	-0.60301596	-3.0472531
528	 comply	-0.06032525	-0.39260277
529	 complying	-0.09310821	-0.85203165
530	 compressed	28.918064	-1.1166455
531	 computer	-0.44525006	-1.9045199
532	 computers	-0.5997476	-2.707138
533	 concept	-0.26499987	-1.2956517
534	 concerning	0.2564684	1.0056431
535	 concert	-0.1712106	-0.8918457
536	 concluded	0.36655787	0.8717468
537	 conclusion	-0.4387238	-2.263182
538	 condemn	0.22055209	0.33228868
539	 conduct	-0.3062837	-1.7188591
540	 confirmation	-0.39061728	-1.783725
541	 confirmed	0.036487173	-0.086563945
542	 confused	-0.57655466	-2.6944425
543	 confusing	-0.18839434	-1.152138
544	 confusion	-0.48170844	-2.2752283
545	 conger-eel	-0.3284568	-1.6788749
546	 conqueror	-1.4719344	-7.0329595
547	 conquest	-0.5565168	-3.1440485
548	 consented	0.070698425	-0.11954363
549	 consequential	28.907825	-0.39822072
550	 consider	0.24185844	0.6674069
551	 considerable	-0.16294079	-0.62359405
552	 considered	0.3861615	1.2622988
553	 considering	-0.116678126	-0.78540623
554	 constant	-1.044287	-4.67952
555	 consultation	-0.7611507	-3.6687737
556	 contact	0.018634383	0.16677208
557	 contain	0.16329946	0.42497507
558	 containing	0.34930742	1.4138758
559	 contempt	-0.21300119	-1.0107969
560	 contemptuous	-0.74760026	-3.3155093
561	 contemptuously	-0.21614566	-1.2966574
562	 content	0.45045695	1.6561164
563	 continued	0.2639133	0.7413487
564	 contract	-0.5803359	-2.759996
565	 contradicted	-0.03767724	-0.3746862
566	 contributions	0.062501	0.13923474
567	 conversation	-1.0122814	-4.5675683
568	 conversations	-0.30636165	-1.7560822
569	 convert	-0.15852822	-1.0065546
570	 cook	-0.9721983	-4.3930674
571	 cool	-0.35450694	-1.490292
572	 copied	0.3242079	0.9994464
573	 copies	-0.66870457	-3.034752
574	 copy	-0.4582648	-2.297574
575	 copying	0.1494424	0.13729784
576	 copyright	-0.7954613	-3.5818143
577	 corner	-0.6492675	-3.1889777
578	 corners	-1.1013689	-5.20949
579	 corporation	-0.56307274	-2.32771
580	 corrupt	-0.09484837	-0.48034066
581	 cost	0.07959139	0.20427804
582	 costs	1.9328436	7.7115684
583	 could	0.31703123	1.1020991
584	 couldn	1.589358	6.3826375
585	 counting	0.36668068	1.246818
586	 countries	-0.066398814	-0.38561288
587	 country	-0.68926275	-2.9996948
588	 couple	-0.83165824	-3.7127705
589	 couples	-0.82280445	-3.8718243
590	 courage	-0.46539438	-2.2507367
591	 course	-0.6549601	-3.2603257
592	 court	-1.2408084	-5.8232903
593	 courtiers	-0.22010511	-1.1709005
594	 coward	0.09788756	-0.16470951
595	 crab	-0.3736531	-1.7479558
596	 crash	-0.8103179	-3.5701623
597	 crashed	0.024976045	0.246202
598	 crawled	-0.13487779	-0.74591404
599	 crawling	-0.6590553	-3.0923362
600	 crazy	-0.09237829	-0.8092032
601	 created	-0.11597493	-0.7133524
602	 creating	-0.04442893	-0.5364907
603	 creation	-0.4532175	-2.499762
604	 creature	-0.6067945	-2.8897817
605	 creatures	-0.5603336	-2.5765567
606	 credit	-0.021968735	-0.23542951
607	 creep	0.0107432995	-0.027351141
608	 crept	0.15850787	0.093889885
609	 cried	0.6902208	2.1662552
610	 cries	-0.023796482	-0.20732376
611	 crimson	-0.2536598	-1.3204857
612	 critical	-0.03116999	-0.47157043
613	 crocodile	-0.14304465	-0.5454525
614	 croquet	-0.3497594	-1.6817592
615	 croquet-ground	-0.53769314	-2.4920046
616	 croqueted	0.2830841	0.7241076
617	 croqueting	-0.3287201	-1.5560689
618	 cross	28.916365	-0.54921836
619	 cross-examine	0.29066393	1.0021753
620	 crossed	0.2676245	0.7160739
621	 crossly	-0.37642777	-1.8050938
622	 crouched	0.26750854	0.75992876
623	 crowd	-0.76972383	-3.2397387
624	 crowded	-0.2688247	-1.3106843
625	 crown	-0.673723	-3.1317675
626	 crumbs	-0.35640886	-1.9054621
627	 cry	-0.6432188	-3.0386386
628	 crying	-0.30562297	-1.5754765
629	 cucumber-frame	-1.1758493	-5.5538034
630	 cucumber-frames	-0.3983088	-1.8745689
631	 cunning	-0.3576891	-1.8559477
632	 cup	-0.31265312	-1.4615386
633	 cupboards	-0.46834028	-2.286889
634	 cur	-2.3297822	-11.589622
635	 curiosity	-0.67106265	-3.16189
636	 curious	-0.7134514	-3.090694
637	 curiouser	0.16189638	-0.019259633
638	 curled	0.1687218	0.46299264
639	 curls	-0.23641253	-1.258128
640	 curly	-0.06233253	-0.21300027
641	 currants	-0.88153327	-4.2857566
642	 current	-0.4283469	-2.0679328
643	 curtain	0.53143805	2.1000354
644	 curtsey	-0.19128352	-1.2764721
645	 curtseying	0.12762989	0.44407532
646	 curving	-0.36333573	-1.884046
647	 cushion	-0.25797358	-1.240629
648	 custard	28.935022	-0.7679686
649	 custody	-0.31101814	-1.6889565
650	 cut	0.22735143	0.7747891
651	 cutting	-0.26025763	-1.109719
652	 d	0.48237175	1.8071688
653	 dainties	-0.3365563	-1.5803583
654	 daisies	-2.2361526	-11.015971
655	 daisy-chain	-0.6829552	-3.333507
656	 damage	-0.18964584	-1.0051395
657	 damaged	-0.09118357	-0.40168136
658	 damages	-0.62389755	-2.9516158
659	 dance	-1.2310886	-5.4542956
660	 dancing	-0.24935131	-1.2504327
661	 dare	0.21222793	0.5540596
662	 daresay	0.7886716	3.110878
663	 dark	-0.042825717	-0.3617249
664	 darkness	-0.68303525	-3.3482096
665	 data	-0.2247929	-1.0389706
666	 date	-0.4316288	-2.018131
667	 dates	-0.12696745	-0.79032725
668	 daughter	0.52997166	1.8677759
669	 day	-0.5471105	-2.3739676
670	 day-school	-1.1175267	-5.5186377
671	 days	-0.5311838	-2.415586
672	 dead	-0.6629196	-3.1207688
673	 deal	-0.6111337	-2.7175105
674	 dear	-0.28864837	-1.6618538
675	 dears	-0.35824212	-1.817545
676	 death	-0.7837633	-4.102493
677	 decided	0.040074438	-0.36175913
678	 decidedly	-0.38792896	-2.0996215
679	 declare	0.33016032	1.0313306
680	 declared	0.48738682	1.515921
681	 deductible	-0.064082555	-0.4116079
682	 deep	-0.7394875	-3.4161153
683	 deepest	-0.55795187	-2.475498
684	 deeply	-0.3871145	-2.014842
685	 defect	-0.6216849	-2.9258516
686	 defective	-0.87820995	-3.8888457
687	 defects	-0.29917112	-1.7151519
688	 delay	-0.30717418	-1.7375839
689	 deletions	-0.23046029	-1.5028704
690	 delight	-0.91270494	-4.7146087
691	 delighted	-0.2471558	-1.5904347
692	 delightful	-0.29337224	-1.5392845
693	 demand	0.13782056	0.20999688
694	 denial	-0.37452292	-1.9033579
695	 denied	-0.0890733	-0.5265563
696	 denies	0.36533904	1.2427857
697	 deny	0.53869766	1.8728325
698	 denying	0.42565417	1.5087917
699	 depends	0.058915567	-0.10331786
700	 derision	-0.5004998	-3.0783284
701	 derivative	-0.8483911	-3.65575
702	 derive	0.15155679	0.42390832
703	 derived	-0.09065001	-0.5151793
704	 described	0.13300426	0.18575962
705	 deserved	0.17250726	0.2246837
706	 despair	-0.23966885	-1.2316195
707	 desperate	0.1477397	0.18851276
708	 desperately	0.027653722	-0.31534347
709	 despite	0.4439016	1.5462651
710	 destroy	-0.022813646	-0.51479304
711	 detach	-0.2030202	-1.251045
712	 determine	0.20282188	0.2898792
